	GSM4455458	GSM4455459	GSM4455460	GSM4455461	GSM4455462	GSM4455463	GSM4455464	GSM4455465	GSM4455466
ABTB1	7765	2386	5524	2308	5244	3066	2359	3041	2522
MGLL	169	5446	594	1220	326	1670	5372	787	1184
LOC107986127	2	279	26	13	38	20	86	6	38
LOC107986129	0	1	0	1	0	3	2	0	0
LOC105374096	0	0	0	0	0	1	0	0	0
KBTBD12	1	3	2	7	4	9	6	6	8
LOC102723759	0	1	1	2	0	6	2	9	0
SEC61A1	5047	7600	3319	6907	5216	5017	12097	5031	4716
RUVBL1	620	1152	403	1113	662	1199	1286	802	816
RUVBL1-AS1	0	1	1	3	3	3	1	3	4
EEFSEC	129	276	108	471	473	720	610	550	559
DNAJB8	0	4	0	5	2	0	1	3	4
DNAJB8-AS1	0	0	0	3	1	2	0	1	0
GATA2	13	710	50	272	284	510	917	90	321
GATA2-AS1	0	13	6	9	17	9	11	8	13
LOC90246	1	1	4	9	3	2	0	2	4
LINC01565	0	5	2	2	2	1	3	1	3
RPN1	6245	7545	4359	5622	6018	3524	7852	4504	5036
RAB7A	24235	9981	11027	7965	8090	7047	7322	2868	7274
MIR12124	1	0	1	0	1	0	1	0	1
IFT122P3	12	14	27	26	30	28	25	16	28
ACAD9	135	491	169	399	839	472	505	295	452
CFAP92	63	150	129	125	318	196	189	151	155
EFCC1	0	2	3	12	9	6	2	7	4
GP9	50	241	441	337	166	855	19	571	467
ISY1-RAB43	2619	1209	1767	1773	1041	1278	1702	645	1087
RAB43	2250	754	1088	1327	800	912	1202	453	828
ISY1	1222	1123	1641	1500	1049	1096	1479	998	922
CNBP	17123	12890	21428	17484	16016	11947	12405	7069	12376
LOC105374101	15	6	11	7	6	4	7	7	12
LOC105374102	67	11	140	30	91	2	6	11	21
COPG1	2394	3024	1965	2914	1607	2565	4864	1578	2375
MIR6826	1	1	1	1	0	2	3	1	1
HMCES	257	1025	598	1370	1736	1588	1486	1228	944
H1-10	880	3103	317	1340	5775	4457	5707	6328	6279
H1-10-AS1	10	35	20	38	59	68	69	75	50
RPL32P3	169	288	211	558	328	387	551	562	260
SNORA7B	2	11	5	12	15	14	19	33	12
EFCAB12	53	22	69	60	96	52	33	44	21
MBD4	2162	2098	3303	2653	2361	2168	2036	1063	1484
IFT122	110	304	100	323	260	345	397	196	281
RHO	0	0	0	0	0	0	1	0	1
H1-8	1	9	0	39	25	7	3	7	8
PLXND1	338	3090	629	8520	3473	1935	2693	1218	2915
TMCC1	503	703	507	735	988	964	822	389	828
TMCC1-DT	3	2	3	9	19	30	19	13	10
TRH	0	0	0	3	6	4	1	0	4
ALG1L2	4	13	0	8	12	16	10	5	3
LINC02014	1	8	2	9	3	6	4	4	3
FAM86HP	3	20	4	22	18	50	68	28	22
LINC02021	1	3	9	12	10	27	61	26	15
LOC105374103	1	0	1	1	1	1	1	1	4
LOC107986131	3	1	2	3	3	4	8	1	2
LOC107986133	1	0	1	2	1	0	0	2	3
COL6A4P2	2	12	1	21	6	51	35	61	11
LOC105374106	0	0	0	0	0	0	0	0	0
COL6A5	0	0	0	0	0	1	1	0	1
COL6A6	1	0	1	0	7	0	5	1	3
PIK3R4	415	781	370	929	1108	892	937	335	639
LOC107986023	1	2	1	3	7	0	1	0	4
LOC105374107	0	0	0	0	0	0	0	0	1
LOC105374108	0	0	0	0	0	0	1	0	0
ATP2C1	1284	1899	1089	1437	1557	1842	1880	637	1605
ASTE1	126	329	33	210	280	448	429	147	248
NEK11	16	20	11	16	26	42	42	24	21
LOC107986024	0	0	0	0	0	2	2	0	0
NUDT16-DT	36	7	39	15	13	14	13	7	23
NUDT16L2P	214	49	29	49	66	93	56	27	164
NUDT16	3439	470	947	1132	840	1078	633	853	1657
LOC107986025	1	0	0	2	0	1	3	1	2
LOC105374110	0	0	1	0	1	3	2	2	1
MRPL3	363	1309	520	1250	871	1320	1610	691	1031
SNORA58	0	1	0	0	1	2	3	2	1
LOC105374114	22	67	32	91	69	48	47	29	56
CPNE4	12	1	1	3	0	9	1	3	4
LOC105374113	0	0	0	0	1	0	0	1	0
MIR5704	0	0	0	0	0	0	0	0	0
LOC105374111	0	0	0	0	1	0	1	0	0
TRC-GCA6-1	0	0	0	0	1	0	0	0	0
TRC-GCA9-1	0	0	0	0	0	0	0	0	0
ACP3	2418	957	681	789	687	270	59	116	473
DNAJC13	3784	2032	1949	2717	1925	2342	1719	830	2552
NPHP3-ACAD11	163	472	145	506	400	657	727	266	550
ACAD11	39	248	70	293	212	433	476	200	357
ACKR4	2	16	5	11	9	13	24	4	10
UBA5	129	878	329	697	520	983	1436	698	642
NPHP3	181	379	118	393	338	523	709	405	427
NPHP3-AS1	11	13	8	28	23	8	9	4	12
LOC105374115	0	0	0	0	0	0	0	0	0
TMEM108	0	4	0	0	3	16	3	10	3
TMEM108-AS1	0	0	0	0	0	0	2	0	0
LOC101927432	1	13	2	8	17	65	29	13	8
BFSP2	0	4	3	2	0	4	8	24	6
BFSP2-AS1	0	9	4	8	10	8	19	14	10
CDV3	7361	13695	8603	12603	10333	9581	11774	4904	9345
TOPBP1	1656	2484	1826	3346	2300	1994	2082	734	1437
TF	9	10	7	16	14	25	20	35	4
SRPRB	103	746	280	479	659	711	1642	876	483
LOC105374116	0	0	0	0	0	0	0	0	0
RAB6B	15	80	44	79	77	149	69	74	83
C3orf36	0	0	0	0	0	0	0	0	0
SLCO2A1	1	1	1	2	0	3	3	3	1
LINC02000	0	0	0	0	0	0	0	0	0
LOC105374117	0	0	0	0	0	1	1	0	0
RYK	414	879	534	1099	1165	1350	1248	507	839
LINC02004	0	0	0	0	0	0	0	0	0
LOC105374118	0	0	0	0	1	0	0	0	0
AMOTL2	0	0	1	0	2	0	7	1	1
MIR6827	0	0	0	0	0	0	0	0	0
MIR4788	0	0	0	0	0	0	0	0	0
ANAPC13	820	1044	1216	954	735	838	981	598	925
CEP63	1160	906	1766	973	1691	859	880	808	885
EPHB1	24	58	324	74	326	37	17	13	38
KY	25	63	592	75	251	3	9	5	1
LOC105374121	2	5	8	3	49	13	12	20	14
LOC105374120	0	0	0	0	0	0	0	0	0
LOC102724019	0	1	0	1	3	1	1	0	0
LOC105374122	2	0	0	0	0	0	5	2	5
LOC105374123	0	0	0	0	0	0	0	0	0
LOC105374124	0	0	0	0	0	0	0	0	0
PPP2R3A	96	124	102	180	157	172	233	141	96
LOC107986135	0	0	0	1	0	3	1	0	1
MSL2	4193	4398	3451	4900	5583	3186	3938	1176	2157
PCCB	111	288	158	398	226	389	375	270	404
STAG1	1631	1794	1334	2577	2021	1765	1919	753	1319
SLC35G2	3	24	13	37	15	61	67	20	16
NCK1-DT	12	30	34	56	47	68	83	61	69
NCK1	598	967	632	1190	1032	1156	970	427	786
IL20RB-AS1	119	180	126	241	212	217	180	74	160
IL20RB	10	25	38	43	40	49	28	34	43
LOC105374126	0	0	0	0	0	0	0	0	0
SOX14	0	0	0	0	0	0	0	0	0
LINC01210	0	0	0	0	0	0	0	0	0
CLDN18	0	0	0	0	0	0	1	0	1
LOC105374127	0	0	0	0	0	0	1	1	0
LOC105374128	0	5	0	1	2	1	0	3	3
DZIP1L	7	42	45	13	27	16	10	13	14
A4GNT	0	1	2	0	0	1	1	0	1
DBR1	122	482	359	588	319	425	664	187	299
ARMC8	1394	1751	1233	1935	1629	1514	1294	692	1252
NME9	141	95	139	182	173	235	255	270	190
MRAS	44	442	187	441	470	139	655	112	387
LOC105374129	0	0	0	2	7	0	1	0	2
ESYT3	0	2	2	2	6	4	6	6	0
CEP70	9	132	57	148	150	213	223	159	123
FAIM	28	79	15	67	59	96	139	89	89
PIK3CB	3328	1810	1860	1992	1434	1300	1325	525	1337
LINC01391	0	0	0	0	0	0	1	0	1
FOXL2	0	0	0	0	1	0	4	0	1
FOXL2NB	0	2	0	0	1	1	2	1	0
PRR23A	0	0	1	0	0	0	2	0	0
PRR23B	0	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	1	0	0	2	1
BPESC1	0	0	0	0	0	0	2	0	0
PISRT1	0	1	0	0	0	0	3	0	0
MRPS22	628	699	437	726	631	509	614	282	492
COPB2	4534	2632	2282	2847	1899	2377	3470	1412	2371
COPB2-DT	14	9	10	10	22	9	29	7	18
RBP2	0	0	2	1	1	3	5	1	2
RBP1	0	5	0	0	0	2	2	3	1
NMNAT3	11	18	36	44	37	50	57	37	72
CLSTN2	0	0	0	0	0	4	1	1	2
LOC105374132	0	0	0	0	0	0	0	0	0
CLSTN2-AS1	0	0	0	0	0	0	0	0	0
LOC102724068	0	0	0	1	1	0	3	0	0
TRIM42	0	0	0	0	0	0	0	0	0
SLC25A36	1222	2505	889	2810	4971	2226	2141	795	1507
SPSB4	0	0	1	0	0	5	0	0	2
PXYLP1	305	107	168	238	202	566	565	142	262
ZBTB38	461	2614	655	3968	939	2955	2445	939	1499
RASA2	5661	3626	2607	4704	3685	4513	2578	1161	2703
LINC02618	0	0	0	0	0	0	1	0	0
RNF7	1315	1833	1229	2006	1768	1206	1099	978	1203
GRK7	4	6	19	4	10	32	10	8	15
LOC105374134	0	0	0	1	0	0	3	0	0
ATP1B3	689	4037	3110	3988	3875	2068	2579	1503	3037
TFDP2	592	1709	652	2766	722	2223	1018	827	1293
GK5	932	1424	579	2379	663	1895	683	579	1254
XRN1	5862	6516	16264	7406	5426	3632	5364	1119	4333
ATR	270	1014	683	1486	1570	1571	1213	610	1180
PLS1	79	39	101	59	26	57	25	28	34
LOC105374136	1	0	0	0	0	0	0	0	0
TRPC1	14	48	18	67	82	184	161	155	100
PCOLCE2	3161	38	41	0	0	0	2	0	0
LOC100507389	1	0	3	0	0	0	1	1	0
PAQR9	0	0	0	0	0	0	1	0	0
PAQR9-AS1	2	2	0	2	2	2	3	4	2
LOC100289361	3	8	2	7	7	6	13	9	8
U2SURP	1987	4541	2092	4581	3916	4262	4395	3730	3348
LOC105374138	0	0	0	0	1	5	0	2	5
CHST2	4538	1140	249	777	737	1132	1298	731	1431
LOC105374137	6	2	3	4	7	26	6	5	7
SLC9A9	812	620	233	851	749	772	380	357	1021
SLC9A9-AS1	0	0	0	1	1	0	0	1	0
LOC102724120	0	0	0	0	1	4	2	1	4
DIPK2A	1933	1079	1375	1505	2179	726	538	206	799
LOC105374140	1	5	3	3	3	10	2	2	5
LOC105374139	0	0	0	0	0	1	0	0	0
LOC105374141	0	0	0	1	0	0	4	0	0
LOC105374142	0	0	0	0	0	0	0	0	0
LOC105374143	0	0	0	0	0	0	0	0	0
LOC105374144	0	0	0	1	1	2	1	1	0
LOC107986138	0	0	0	0	0	0	0	0	0
LNCSRLR	0	0	0	0	0	0	0	0	0
PLOD2	6	15	60	34	24	54	13	11	35
LOC105374145	0	0	0	0	1	1	1	1	0
PLSCR4	2	2	9	2	12	16	2	2	21
PLSCR2	32	3	91	18	27	6	18	10	31
PLSCR1	13556	1702	10717	2944	4628	744	1147	482	3087
PLSCR5	1	0	0	0	0	0	0	0	0
LINC02010	0	0	0	0	0	0	0	0	0
LOC112268449	0	0	0	0	0	0	0	0	0
ZIC4	0	0	0	0	0	0	1	0	0
ZIC1	0	0	0	0	0	0	3	0	0
LOC440982	0	0	0	0	0	0	1	0	0
LOC102724145	0	0	0	0	0	0	0	0	0
LINC02032	0	0	0	0	0	0	0	0	0
LINC02045	0	0	0	0	0	0	0	0	0
LINC02046	0	0	1	0	0	0	0	0	0
LOC105374148	0	0	0	0	0	0	1	0	0
LOC105374147	0	0	0	1	0	0	0	1	0
LOC105374150	0	1	0	1	1	0	1	0	0
AGTR1	0	0	0	0	1	0	0	0	0
CPB1	0	0	1	0	0	0	1	0	0
CPA3	3	393	75	145	120	91	234	13	74
LOC107986045	0	0	0	0	2	2	1	0	0
GYG1	54782	1960	4338	1878	1397	1121	1140	858	1406
HLTF	320	325	211	421	252	572	434	224	325
HLTF-AS1	0	6	3	5	6	4	2	1	2
HPS3	882	1232	865	1805	831	1192	934	396	977
CP	110	138	124	209	109	245	219	130	176
LOC101927942	0	0	3	4	1	3	1	1	1
LOC107986140	0	0	1	0	0	0	0	0	0
TM4SF18	0	0	1	1	0	0	1	1	0
TM4SF1	12	1	10	2	2	9	117	6	23
TM4SF1-AS1	0	0	0	0	0	0	0	0	1
LOC105374151	0	0	0	0	0	0	0	0	0
TM4SF4	0	0	1	0	1	0	0	0	0
WWTR1	2	6	6	16	5	32	113	11	13
WWTR1-AS1	1	0	0	1	0	0	10	2	0
COMMD2	779	1072	417	1030	468	788	1191	360	705
ANKUB1	0	2	1	0	4	0	5	2	0
RNF13	12949	3473	12140	3663	3824	1873	2678	783	2847
LOC105374152	53	75	160	37	75	89	74	87	75
PFN2	9	52	46	44	49	170	98	66	58
LOC646903	6	2	4	4	10	3	0	2	3
TMEM183BP	773	565	537	592	763	469	490	428	481
LOC105374153	1	3	0	0	0	0	0	0	1
LINC01998	0	0	0	1	0	0	0	0	0
LOC105374313	0	2	0	0	0	1	4	7	0
LINC01213	0	1	0	0	0	2	11	0	0
LINC01214	0	0	0	0	0	1	0	0	0
LOC105374154	0	1	1	0	0	0	2	0	0
LOC107986141	0	0	2	1	1	0	1	0	0
LOC107986142	0	0	2	1	1	1	4	0	0
TSC22D2	1425	1914	1911	2493	8513	1496	1405	441	1334
SERP1	8929	8681	7256	9221	10356	6406	8029	5120	7710
EIF2A	1023	4068	2881	5237	4518	3385	3595	1837	2961
SELENOT	7462	3602	6738	3353	2771	2344	2723	1299	2415
ERICH6	1	8	6	10	18	12	17	6	7
ERICH6-AS1	7	26	9	24	52	83	53	44	37
LOC101928105	3	6	5	5	10	5	4	3	5
SIAH2	2049	1346	2201	1422	2898	1560	1562	884	1411
SIAH2-AS1	9	4	6	13	37	30	19	56	26
MINDY4B	5	1	43	4	7	1	2	0	1
CLRN1	2	0	0	0	0	0	5	0	0
CLRN1-AS1	6	1	1	2	1	1	2	5	0
MED12L	126	109	229	89	60	101	45	45	87
GPR171	85	999	643	1326	499	1011	3849	1088	603
P2RY14	98	617	5675	128	403	193	196	71	95
GPR87	1	0	57	7	1	0	0	0	0
P2RY13	14952	728	24967	2022	2001	680	72	234	1638
P2RY12	79	185	168	220	46	385	12	97	380
IGSF10	18	8	28	32	28	30	10	2	21
MIR5186	0	0	0	0	0	0	0	0	0
LOC105374157	0	0	0	0	0	0	0	0	0
LINC02066	0	0	0	0	0	0	3	0	0
AADACL2	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0
LOC105374160	0	0	0	0	0	1	0	0	0
AADAC	0	0	0	0	0	0	1	0	0
SUCNR1	121	475	1513	74	37	60	136	8	110
LOC105374159	0	0	10	1	2	0	1	0	0
LOC107986047	2	0	0	0	0	0	1	0	0
LOC101928166	9	4	16	9	7	4	7	0	2
MBNL1	7706	17790	14409	19320	13238	24907	13692	8020	19552
MBNL1-AS1	161	310	375	451	283	309	187	201	216
LOC105374162	29	210	102	301	243	504	279	974	358
TMEM14EP	2	1	2	7	5	6	9	85	5
LOC105374163	1	2	0	1	2	7	6	1	1
LOC102724289	0	0	0	0	0	0	1	2	0
P2RY1	173	211	218	174	113	79	57	31	142
RAP2B	1942	5624	2545	7311	3620	4393	2312	1702	4922
LOC105374164	1	2	11	24	8	6	3	4	9
LOC105374166	0	1	1	8	7	14	11	14	6
LINC02006	0	1	0	3	2	4	2	4	1
LINC02083	0	0	0	0	0	0	1	0	0
LINC02877	0	0	0	1	0	0	0	1	0
ARHGEF26-AS1	0	0	0	0	0	2	1	0	1
ARHGEF26	4	8	10	12	15	13	15	28	8
LOC105374167	10	5	31	19	30	31	22	9	16
DHX36	1583	3155	2740	3790	3808	2454	2635	1745	2076
GPR149	0	0	0	0	0	0	2	0	1
LOC105374170	1	0	2	0	3	0	0	0	0
LOC105374171	0	1	9	1	3	0	0	0	0
MME	354	969	5031	672	2753	75	164	28	33
LINC01487	0	0	0	0	0	0	0	0	0
STRIT1	0	0	0	0	0	1	1	2	0
LOC105374172	0	0	0	0	0	0	0	0	0
PLCH1	8	7	8	7	6	38	11	1	32
PLCH1-AS2	0	0	0	0	0	0	4	0	0
C3orf33	12	69	24	80	66	105	81	47	39
SLC33A1	645	681	544	1083	569	916	2062	501	669
LOC105374174	0	1	1	0	2	0	6	2	1
GMPS	499	1400	637	1785	1139	1853	1771	858	1213
KCNAB1	526	1858	834	1909	750	1122	1961	1043	1057
KCNAB1-AS2	0	0	0	0	0	0	0	0	0
KCNAB1-AS1	0	0	0	0	0	0	0	0	0
SSR3	1368	4185	1850	4006	1815	2105	3716	2374	2034
TIPARP-AS1	136	320	152	517	173	103	54	51	122
TIPARP	9079	19434	5745	22233	5709	5318	3291	1395	7504
LOC107986148	50	574	46	318	136	136	60	17	289
LINC00886	9	2	14	28	21	32	52	9	26
PA2G4P4	30	119	52	175	96	153	230	126	124
LEKR1	1	11	4	42	8	35	30	8	62
LINC00880	1	6	8	17	12	17	9	15	13
LINC02029	0	3	7	13	5	19	5	11	25
LINC00881	0	0	1	5	3	0	1	0	3
CCNL1	11997	15120	10998	12981	35905	13467	6693	5624	13649
LOC101928236	59	27	73	32	73	42	60	20	30
LOC105374179	3	2	5	1	1	6	15	8	3
VEPH1	10	67	32	63	23	88	8	19	64
PTX3	316	900	917	664	3691	181	65	41	342
SLC66A1L	0	0	0	0	0	0	0	0	0
SHOX2	17	0	3	1	0	0	2	7	0
RSRC1	435	340	222	465	368	673	674	629	568
UC.134	1	0	0	0	2	0	3	1	1
MLF1-DT	20	23	18	33	21	84	89	54	66
MLF1	4	33	9	25	73	20	16	19	23
GFM1	400	1397	532	1450	690	1091	1193	442	793
LXN	156	58	61	77	102	118	105	87	116
RARRES1	2	1	5	4	7	6	12	0	3
LOC112268457	1	2	0	1	2	3	8	8	1
LOC100287290	1	6	12	15	6	37	15	27	22
MFSD1	4696	2032	3137	3192	2375	2890	1338	1260	4312
LOC105374181	49	13	17	18	17	16	20	23	22
IQCJ-SCHIP1	2	3	1	5	12	4	4	0	4
IQCJ	0	0	0	0	0	0	0	0	0
SCHIP1	2	3	1	5	12	4	4	0	4
MIR3919	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1-AS1	0	0	0	0	2	1	0	0	1
LOC101928351	0	0	0	0	1	2	0	0	1
IL12A-AS1	0	1	1	3	6	2	3	2	3
IL12A	3	49	20	44	81	78	37	68	34
LINC01100	0	0	0	0	0	0	0	0	0
LOC105374314	0	0	0	0	0	0	1	0	0
LOC107986149	1	0	4	8	1	0	0	0	2
C3orf80	1	4	1	1	3	5	4	2	3
TRIM59-IFT80	57	307	113	328	300	645	507	243	385
IFT80	35	170	75	174	239	539	431	218	303
SMC4	1217	3038	1855	3431	3481	2567	2787	2768	1633
MIR15B	0	0	0	0	0	0	0	1	0
MIR16-2	1	0	0	0	0	0	0	0	0
TRIM59	76	488	200	607	265	508	520	244	365
KPNA4	25923	4583	5958	4981	7522	2960	2901	1373	2536
SCARNA7	30	79	72	97	159	141	133	543	85
ARL14	1	0	0	1	2	1	1	7	3
PPM1L	281	434	516	1401	422	1182	253	276	983
B3GALNT1	13	379	50	99	40	21	99	7	18
LOC105374186	0	0	0	0	0	2	0	1	2
NMD3	499	2089	1518	2272	2371	1219	1287	540	1160
LOC105374187	2	7	8	16	35	27	49	7	9
LOC112268450	0	2	5	8	11	1	7	3	2
SPTSSB	2	3	1	3	25	68	14	42	40
LOC107986150	0	0	0	0	0	0	0	0	0
LINC02067	875	6903	2637	6783	6177	8862	8578	6720	5072
OTOL1	0	0	0	0	0	0	0	0	0
LOC107986048	0	0	0	0	0	0	0	0	0
LOC107986049	0	0	0	0	0	0	0	0	0
LINC01192	0	1	0	1	0	0	4	3	0
LOC105374188	0	0	0	1	0	0	1	0	0
LOC102724419	0	1	0	0	0	0	0	0	0
MIR1263	0	0	0	0	0	0	0	0	0
LOC105374189	0	0	0	0	0	0	0	0	0
LOC105374190	0	0	0	0	0	0	0	0	0
LOC105374191	0	0	0	0	0	0	1	0	1
LOC107986151	0	0	0	0	0	0	1	0	0
LINC01324	0	0	0	0	0	0	1	0	0
LOC107986050	0	0	0	0	0	0	1	0	0
SI	0	0	0	1	0	0	2	0	0
LOC105374192	0	0	0	0	0	0	0	0	0
LINC02023	0	0	0	0	0	0	5	1	0
SLITRK3	0	0	0	0	0	0	0	0	0
LINC01322	0	0	0	0	0	0	0	1	0
BCHE	0	0	0	0	0	0	0	0	0
LOC105374194	0	0	0	0	0	0	0	0	0
LOC105374193	0	0	0	0	0	0	0	0	0
LOC105374195	0	0	0	0	0	0	0	0	0
LOC105374196	1	0	0	0	0	1	0	0	0
ZBBX	0	0	1	0	0	0	0	0	0
LINC01327	0	0	0	0	0	0	0	0	0
SERPINI2	0	2	2	5	28	21	0	9	32
LOC105374197	0	0	0	0	0	3	0	4	3
WDR49	7	17	25	20	208	26	4	14	93
PDCD10	3903	1733	1704	1575	1097	1308	1508	543	1151
SERPINI1	83	22	47	12	40	112	41	71	60
LRRC77P	1	0	0	0	0	0	0	0	0
LOC107986152	4	14	12	26	13	28	56	24	40
GOLIM4	98	411	262	467	261	294	387	177	372
EGFEM1P	1	0	0	0	0	0	4	1	1
MIR551B	0	0	0	0	0	0	1	0	0
LOC105374200	0	0	0	0	1	0	0	0	0
LINC02082	0	0	0	0	0	0	1	0	1
LINC01997	0	0	0	0	0	0	0	0	0
LOC107986051	0	0	0	0	0	0	0	0	0
MECOM	2	8	10	6	1	8	7	1	6
LOC105374206	0	0	0	0	0	0	0	0	0
MECOM-AS1	0	0	0	0	0	0	0	0	0
TERC	2	0	1	0	14	2	1	7	1
ACTRT3	6	2	3	4	113	5	5	1	1
TRV-AAC1-1	5	1	1	0	12	1	4	2	0
MYNN	1145	1071	1540	1713	2171	880	865	332	610
LRRC34	24	40	103	102	105	121	157	30	71
LRRIQ4	0	2	2	1	1	0	2	0	0
LRRC31	0	0	1	1	0	0	2	0	1
SAMD7	0	0	0	2	0	0	3	0	0
LOC100128164	3	3	3	9	10	8	3	4	5
SEC62	8871	5753	6025	6585	6331	5457	6507	6356	4555
GPR160	7194	1021	3488	1049	815	357	474	303	555
PHC3	2248	5432	2098	6198	3134	5314	3585	1373	3869
LOC105374209	63	12	36	11	9	4	11	2	2
PRKCI	314	638	409	1098	716	718	614	327	603
SKIL	1780	10426	5836	7976	7847	3643	4698	808	3711
CLDN11	17	13	12	12	35	11	21	39	6
MIR6828	0	0	0	0	0	0	0	0	0
SLC7A14	0	0	0	1	0	0	4	3	0
SLC7A14-AS1	0	0	0	1	0	0	6	0	1
LOC105374211	0	0	0	0	0	0	0	0	0
RPL22L1	325	712	417	703	806	655	980	897	610
EIF5A2	73	440	152	412	184	384	359	136	249
SLC2A2	0	0	0	0	0	0	0	0	0
TNIK	165	2121	510	2864	1941	1950	1304	946	1342
LOC105374216	0	6	4	12	10	12	14	18	7
MIR569	0	1	0	1	0	0	0	0	1
LOC102724479	10	39	25	47	10	75	24	68	66
PLD1	499	134	90	214	209	135	252	63	168
TMEM212	0	0	0	0	0	0	1	0	0
TMEM212-AS1	0	0	0	0	0	0	2	0	0
LOC105374218	0	0	0	0	3	0	3	0	0
LOC105374217	0	0	0	0	0	0	1	0	0
FNDC3B	6783	3271	10316	2791	3754	1427	2216	728	1527
LOC107986153	266	199	264	112	333	152	242	234	276
GHSR	3	3	8	18	1	2	0	0	4
TNFSF10	10235	1779	15862	1977	3419	1657	2841	1437	9405
LINC02068	0	0	12	0	4	0	0	0	0
NCEH1	113	445	225	921	234	315	340	119	364
ECT2	194	237	171	176	103	165	173	108	163
LOC107986052	0	0	0	0	0	1	0	0	0
SPATA16	0	0	0	0	0	1	3	0	0
LOC105374221	0	0	0	0	0	0	4	0	0
LOC105374220	0	0	0	0	0	0	0	0	0
LOC105374224	2	2	3	5	1	16	1	6	2
NLGN1	0	1	0	2	3	8	9	9	4
LOC105374225	0	0	0	0	0	0	2	0	0
NLGN1-AS1	0	0	0	0	0	0	0	0	0
LOC105374226	0	0	0	0	0	0	1	0	0
NAALADL2	0	3	2	7	7	4	14	8	6
LOC107986027	0	0	0	1	0	0	0	0	1
NAALADL2-AS3	0	0	0	0	0	0	0	0	0
NAALADL2-AS2	0	0	0	0	0	0	0	0	0
MIR4789	0	0	0	0	0	0	0	0	0
NAALADL2-AS1	0	0	0	0	0	0	1	0	1
MIR7977	0	0	0	0	0	0	0	0	0
LOC105374230	0	0	0	0	0	0	0	0	0
LINC01208	0	0	0	1	0	1	0	0	1
LOC105374229	0	0	0	0	0	0	0	0	0
LINC01209	0	0	0	0	0	0	0	1	0
TBL1XR1	3605	3481	5881	4601	2950	4005	4781	1661	3129
LOC107986053	0	0	0	0	0	1	0	0	0
LINC00501	1	2	2	2	3	2	1	0	0
LINC00578	0	1	0	0	0	1	1	0	0
LOC101928711	0	0	0	0	0	0	0	0	0
LINC02015	0	0	0	0	0	0	0	1	0
LOC107986154	0	0	0	0	0	0	0	0	0
LOC105374234	2	1	6	1	2	0	0	1	0
LOC107986155	0	0	0	0	0	0	0	0	0
LOC107986156	0	0	0	0	0	0	0	0	0
LOC105374235	0	0	0	0	1	0	5	0	0
LINC01014	0	0	0	0	0	0	0	0	0
KCNMB2-AS1	0	0	0	0	0	1	2	0	1
KCNMB2	0	1	0	0	0	1	4	0	0
ZMAT3	556	1061	666	1101	624	1699	1975	829	1546
PIK3CA-DT	0	0	0	0	1	0	1	0	0
PIK3CA	2424	2609	2471	2892	3612	2285	1788	662	1637
KCNMB3	153	175	96	168	173	169	186	197	191
ZNF639	428	1615	532	1305	1335	1850	1657	735	1090
MFN1	874	1656	1379	1675	1747	1305	1369	518	964
GNB4	1918	2531	2639	2137	955	986	918	554	2807
LOC107986157	0	0	0	0	0	0	0	0	0
ACTL6A	105	431	108	319	236	717	855	334	488
MRPL47	582	802	520	820	771	626	701	506	573
NDUFB5	696	943	595	871	1024	1099	1384	973	1303
LOC107986158	288	96	204	61	110	59	33	53	76
USP13	15	237	58	163	293	483	190	256	304
PEX5L	0	2	1	4	18	21	7	7	12
PEX5L-AS2	0	0	0	0	0	0	0	0	0
LINC02053	0	0	0	0	0	0	0	0	0
TTC14-DT	1	2	0	0	0	2	3	2	1
TTC14	1277	2303	1759	3057	2071	3140	2284	1946	2021
CCDC39	59	145	272	437	116	282	307	73	165
LOC101928882	0	1	0	0	0	1	1	0	0
LOC105374240	3	4	2	2	3	2	2	1	2
FXR1	3373	3935	2502	3561	5291	3257	2811	1373	2547
DNAJC19	131	238	116	262	205	423	572	313	286
SOX2-OT	6	2	1	0	2	2	5	12	2
LOC102724604	0	0	0	0	0	0	0	1	0
SOX2	0	0	0	0	0	0	0	0	0
LINC01206	0	0	1	0	1	0	6	0	0
LOC105374242	0	0	0	0	0	0	0	0	0
LOC105374243	0	0	0	0	0	0	1	0	0
LINC01994	0	0	0	0	0	0	3	0	1
LINC01995	0	0	0	0	0	0	0	0	0
LINC02031	0	0	0	0	0	0	1	0	0
LOC107986054	2	0	0	0	0	0	0	0	0
ATP11B-DT	4	0	30	2	8	1	2	0	0
ATP11B	32592	7408	16910	8884	8794	5396	4085	1689	4085
DCUN1D1	1387	1575	1629	1691	1271	1183	1135	426	998
LOC105374246	1	1	1	0	1	1	1	1	0
MCCC1	129	403	160	644	432	605	669	698	594
LOC105374247	0	0	0	0	0	0	1	0	1
LAMP3	33	126	207	53	144	137	10230	66	383
MCF2L2	711	328	580	213	424	149	193	84	240
B3GNT5	6450	2224	4760	927	3208	219	529	66	833
LOC107986160	124	70	355	42	79	29	34	36	25
LOC107986161	29	15	135	6	25	5	4	0	6
LINC00888	36	83	18	79	62	98	116	51	31
SNORA63D	1	0	0	0	0	0	0	0	0
