	GSM3001089	GSM3001090	GSM3001091	GSM3001092	GSM3001093	GSM3001094
LOC105374653	13	8	4	16	10	4
EML6	4954	3433	3376	5208	3182	3279
EML6-AS1	4	6	6	8	4	3
RTN4	17966	13389	13547	19574	12662	13521
LOC105374662	0	2	3	1	2	1
LOC105374674	11	5	2	7	5	4
CLHC1	745	373	313	529	336	362
RPS27A	88753	53551	55828	64013	41084	42121
MTIF2	13438	8854	9159	10912	7096	7320
PRORSD1P	337	202	159	169	158	152
CCDC88A	21851	11136	10360	15264	8391	8415
CFAP36	2154	1176	1261	1803	1164	1137
PPP4R3B	11113	6768	6543	9138	6267	6383
PPP4R3B-DT	112	41	48	73	36	44
PNPT1	3571	1592	1626	27144	9907	10981
LOC107985811	2	1	0	5	1	2
LOC112268416	2502	652	434	2179	577	762
EFEMP1	1689688	736287	715404	1477278	835837	821834
LOC105374690	33	16	4	20	9	13
MIR217HG	65	63	65	81	73	63
MIR217	3	2	2	1	2	0
MIR216A	7	7	4	8	7	11
MIR216B	3	0	0	1	1	0
LINC01813	3	2	0	3	0	2
LOC100129434	381	135	161	251	95	133
LOC107985795	31	12	12	25	3	7
CCDC85A	326	153	154	219	152	132
LOC101927213	0	2	0	0	0	1
LOC107985886	0	1	1	0	0	0
LOC105377632	14	12	4	14	11	10
LOC101927235	2	2	0	0	1	1
LOC105374697	3	3	2	3	2	3
LOC105377628	11	3	2	6	4	5
VRK2	6588	2718	2683	8182	3588	3558
LOC105374726	8	0	4	13	4	2
LOC107984043	70	49	36	89	55	42
FANCL	2489	1081	1001	3261	1357	1383
LINC01795	1	1	0	0	0	1
LINC01122	9	3	0	9	1	1
LINC01793	0	0	0	0	4	1
LOC105374754	2	0	0	0	1	1
MIR4432HG	0	1	0	0	3	0
MIR4432	0	0	0	0	0	0
LOC102724142	0	0	0	0	2	1
BCL11A	79	52	56	28	36	33
PAPOLG	3678	2327	1985	3864	2511	2419
REL-DT	4	0	0	2	0	1
REL	11014	8946	7386	9691	7975	7389
PUS10	2703	1531	1360	2902	1560	1517
PEX13	5261	2986	2829	4747	3143	3090
SANBR	2385	1387	1246	2071	1318	1164
LOC105374759	11	7	11	3	9	10
C2orf74-DT	1655	1153	1083	966	794	779
C2orf74	739	501	451	512	347	350
C2orf74-AS1	10	11	9	14	7	13
AHSA2P	6836	3384	2629	5790	3378	3911
USP34	29510	14401	13362	22146	12873	12687
SNORA70B	8	1	4	5	3	6
USP34-DT	18	20	17	23	24	19
XPO1	30287	13923	13447	35950	14858	15324
LOC107985767	11	12	13	18	12	6
LOC105374760	0	0	0	0	0	0
FAM161A	315	219	171	295	151	173
CCT4	21819	10667	11629	22267	10077	10228
COMMD1	3971	2226	2236	3993	2221	2313
LOC107985768	16	7	4	11	2	3
B3GNT2	2515	1450	1388	5824	3013	3147
MIR5192	1	6	2	8	2	6
LOC105374761	2	1	1	3	1	0
LOC105374764	11	18	14	13	11	13
TMEM17	192	156	152	115	121	109
EHBP1	2203	1421	1252	2462	1353	1396
EHBP1-AS1	123	88	63	118	71	86
OTX1	0	3	3	0	5	0
DBIL5P2	3	2	2	4	1	3
WDPCP	622	325	341	523	288	338
LOC107985769	7	3	0	3	0	2
MDH1	11263	4909	5194	11835	5644	5554
UGP2	14263	16165	13806	9459	12840	10934
VPS54	5752	3090	2928	6865	3830	3761
PELI1	17071	5918	6082	23361	11068	11908
LINC00309	4	1	2	11	7	4
LOC100507006	139	89	80	297	159	175
LOC105374768	59	11	7	105	15	20
LOC105374769	1	1	0	3	3	6
MIR4433B	0	0	1	0	0	1
MIR4433A	0	0	1	0	0	1
LGALSL-DT	81	57	37	83	75	79
LGALSL	803	508	454	810	600	655
LINC01805	0	0	0	0	0	0
LOC105374773	116	67	48	94	66	72
AFTPH-DT	38	16	17	18	22	15
AFTPH	5293	3055	2932	5128	3388	3271
MIR4434	6	0	0	7	1	2
LOC105374772	14	6	5	9	6	7
LINC02579	3	1	0	0	4	0
SERTAD2	3693	2666	2309	2810	1976	2013
LOC105374775	206	130	91	158	97	108
LOC105374777	27	21	17	27	15	15
LOC105374776	20	7	3	4	1	1
LINC01800	2	3	1	0	0	0
LINC02245	0	1	0	1	2	0
LOC107985888	0	3	0	0	2	3
LOC107984063	138	81	93	130	53	74
SLC1A4	1863	786	738	2919	1241	1408
LINC02576	35	22	11	23	13	16
CEP68	12147	8358	7964	7372	6128	6614
RAB1A	18439	9581	8886	16161	8663	8579
ACTR2	24746	16230	15985	23709	14110	15916
SPRED2	511	429	427	472	389	455
LOC105374780	0	3	4	0	3	4
LOC105374781	0	2	1	1	0	3
LOC107985889	0	0	1	0	3	0
LOC105369167	0	3	0	1	0	0
LOC101927533	0	0	0	0	0	0
LINC02934	0	1	3	0	2	1
LOC107985890	0	0	0	1	1	1
LOC107985812	1	0	1	0	2	1
MIR4778	0	0	0	0	0	0
LINC01873	1	1	1	1	0	2
MEIS1-AS3	8	6	9	9	8	5
MEIS1	1352	958	827	1714	1158	1176
MEIS1-AS2	57	45	43	72	48	49
LINC01798	2	2	2	1	3	1
LINC01797	0	1	0	0	1	0
LINC01799	0	0	0	1	0	1
LINC01628	0	3	0	0	0	0
LOC105374785	0	5	1	0	2	7
LINC01828	3	0	2	0	1	2
LINC01829	10	4	1	4	3	5
LOC101927661	1	1	0	1	2	0
ETAA1	5145	2246	2220	4361	2178	2110
LOC107985891	1	0	2	0	0	1
LOC105374786	14	18	20	20	12	16
LINC02831	2	6	3	5	4	6
LINC01812	2	6	6	2	0	8
C1D	1862	864	872	1877	958	933
LOC105374789	7	7	8	8	4	3
DNAAF10	1022	655	652	1087	629	727
PNO1	1621	858	916	2566	1234	1421
PPP3R1	5626	3303	3214	5610	3085	3334
LOC107985892	70	33	31	54	38	45
CNRIP1	6852	3944	3623	4798	2911	2837
LOC102724389	29	14	15	27	20	13
LOC101927723	1	4	1	2	6	2
PLEK	20	10	3	25	15	9
FBXO48	312	210	214	369	195	222
APLF	1181	788	622	745	642	640
PROKR1	0	0	0	0	1	1
ARHGAP25	2608	2844	2728	3267	2931	3121
LOC105374790	2	0	1	1	1	2
LINC01890	2	4	2	1	2	4
LINC01888	1	0	1	3	0	0
BMP10	11	2	1	1	3	0
LOC105374792	2	0	0	1	0	0
LOC107985894	1	0	0	0	1	1
GKN2	50	8	2	9	2	1
GKN1	1	0	0	0	0	0
ANTXR1	1085	176	229	1116	153	284
MIR3126	4	0	0	0	0	0
GFPT1	10391	6559	6084	10263	6757	6934
NFU1	4015	2107	2147	3911	2264	2332
AAK1	7778	4813	4447	6255	4780	5068
LOC112268437	1022	691	621	845	661	742
SNORA36C	14	3	3	6	3	3
ANXA4	5290	6158	5975	5572	5527	6895
SMANTIS	122	62	34	118	50	77
GMCL1	1704	1471	1238	1464	1071	1243
SNRNP27	2641	1416	1380	2722	1472	1451
MXD1	949	740	693	1077	937	1065
ASPRV1	26	31	19	18	20	29
PCBP1-AS1	217	160	160	167	155	184
PCBP1	8543	5440	5277	7486	4046	4627
LINC01816	14	7	21	15	10	15
C2orf42	1235	754	699	1312	907	911
TIA1	23446	10233	8265	23073	11186	11871
TRG-CCC2-1	0	1	1	2	1	0
MIR1285-2	0	1	0	0	0	0
PCYOX1	6887	6855	6199	4512	4712	4589
SNRPG	5272	2285	2650	6253	2766	2929
FAM136A	4071	1606	1725	4424	1753	1969
TGFA	16385	4126	4187	10900	3100	3142
TGFA-IT1	34	8	5	23	3	6
LOC107985895	168	36	31	88	17	22
ADD2	105	44	38	85	57	50
LOC105374794	1	0	0	0	1	0
FIGLA	0	2	2	1	3	3
CLEC4F	37	21	16	28	23	18
CD207	114	52	63	129	86	102
LINC01143	0	1	0	0	1	1
VAX2	8	5	3	12	6	8
ATP6V1B1	3	5	1	2	2	4
ATP6V1B1-AS1	0	3	2	8	6	4
LOC105374795	36	18	24	25	30	29
ANKRD53	1468	677	590	1145	570	577
TEX261	8307	3441	3377	5993	2871	2920
LOC105374796	0	1	0	0	0	3
OR7E91P	0	0	0	0	0	2
NAGK	4990	2806	2815	7822	3941	4395
MCEE	756	598	531	638	515	521
MPHOSPH10	2660	1678	1582	2982	1678	1727
PAIP2B	393	395	322	225	161	180
LOC105374797	1	0	1	0	1	0
ZNF638	25774	13109	11889	23720	12365	12552
DYSF	82507	34149	34583	68314	24727	30477
LOC107985896	1	3	0	0	1	0
LOC105374798	0	1	2	0	6	1
CYP26B1	132	74	67	204	84	92
EXOC6B	6473	3594	3307	4641	2649	3045
SPR	2940	1606	1616	2615	1656	1706
EMX1	14	16	8	5	15	12
SFXN5	1842	1169	1134	1805	1205	1147
LOC107985897	110	50	39	93	30	45
LOC105374800	98	35	43	80	38	51
RAB11FIP5	10224	11354	10458	8742	8688	9279
NOTO	8	9	3	3	4	11
SMYD5	1938	968	967	2010	997	1068
PRADC1	1957	1188	1257	1137	806	864
CCT7	24508	11444	12671	27461	12227	13459
FBXO41	138	83	73	255	102	89
EGR4	0	2	0	1	6	6
LOC105374802	0	0	1	0	0	1
LOC105374803	0	1	1	1	1	0
LOC105374804	0	0	0	0	2	0
ALMS1	5536	2659	2366	4086	2113	2090
ALMS1-IT1	48	18	22	44	16	16
NAT8	1	2	1	6	0	2
ALMS1P1	7	1	3	13	4	1
LOC112268418	0	2	4	5	4	6
NAT8B	0	1	0	0	0	1
TPRKB	1500	734	832	1787	749	886
DUSP11	2435	1533	1529	2276	1542	1604
C2orf78	1	0	0	0	3	0
LOC105374807	30	33	19	26	21	26
STAMBP	4533	2506	2362	4335	2614	2732
LOC112268419	341	184	172	305	209	216
ACTG2	2	0	1	1	1	1
DGUOK	2717	1463	1562	2798	1621	1745
DGUOK-AS1	357	201	190	331	200	211
TET3	2777	2256	1931	2035	1698	1969
LOC107985898	61	40	44	52	49	56
BOLA3	1094	378	423	1738	528	581
BOLA3-DT	359	237	194	220	179	194
MOB1A	25458	14261	13946	28555	16689	16008
MTHFD2	4668	1679	1903	6145	2499	2721
SLC4A5	265	115	107	247	110	121
DCTN1	24694	13150	12738	19056	11501	11895
DCTN1-AS1	25	26	19	25	16	17
C2orf81	24	26	24	21	24	31
WDR54	1676	1143	1113	1084	815	809
RTKN	3318	1806	1613	2544	1782	1762
INO80B-WBP1	2731	1914	1836	1748	1590	1587
INO80B	749	556	547	587	570	527
WBP1	2131	1473	1397	1267	1118	1166
MOGS	8248	4786	4515	8019	4830	5301
MRPL53	2374	1503	1569	2142	1371	1547
CCDC142	990	528	449	889	566	637
TTC31	2095	1146	1056	2022	992	1161
LBX2	14	16	19	25	20	21
LBX2-AS1	57	39	41	87	41	52
PCGF1	601	371	364	558	415	415
TLX2	1	4	0	2	4	1
DQX1	8	8	5	13	5	7
AUP1	6170	4487	4264	6382	5214	5269
HTRA2	2283	1471	1568	1818	1547	1468
LOXL3	681	437	436	584	450	431
DOK1	1196	949	916	1100	825	974
M1AP	28	22	24	35	22	24
SEMA4F	814	306	341	723	327	361
LOC105374808	21	7	1	15	6	9
LOC102724497	1	3	1	4	5	1
LOC102724482	0	0	0	0	0	0
HK2	367	286	284	1452	721	942
LINC01291	0	1	0	0	2	1
LOC105374809	149	125	110	148	122	120
LINC01293	0	3	1	1	2	3
POLE4	1423	902	880	1410	936	849
TACR1	10	13	10	13	5	7
MIR5000	0	0	1	1	0	0
LOC105374811	3	2	6	2	7	3
LOC105374812	1	1	1	2	3	3
LOC107985900	0	0	1	0	1	1
LOC105374810	1	4	2	1	1	2
EVA1A	432	329	359	547	303	301
EVA1A-AS	16	7	12	16	11	10
MRPL19	5316	2433	2535	5618	2709	2666
GCFC2	5154	2643	2568	4992	2600	2565
LOC105374813	1	1	2	0	2	4
LOC105374814	0	0	0	0	0	0
LRRTM4	0	2	1	0	2	1
LOC105374815	0	2	0	0	1	0
LRRTM4-AS1	0	0	1	0	0	1
LOC101927967	0	0	0	0	0	0
LINC01851	0	1	0	0	0	0
LOC105374817	0	0	0	0	0	0
SNAR-H	0	0	0	0	0	0
LOC105374816	0	0	0	0	1	0
LOC101927948	0	1	0	0	1	0
LOC105374820	0	3	0	0	0	0
LOC105374819	0	0	0	0	0	1
LOC105374821	1	0	0	0	0	0
LOC105374822	0	0	0	0	0	1
REG3G	0	1	0	1	1	0
REG1B	1	1	0	0	1	0
REG1A	0	1	0	0	1	1
REG1CP	0	0	0	0	2	1
REG3A	0	2	1	0	2	2
LOC107985902	0	4	0	2	3	1
LOC105374823	0	0	1	0	0	1
CTNNA2-AS1	0	1	0	0	1	0
CTNNA2	0	3	3	4	6	0
MIR4264	0	0	0	0	1	0
MIR8080	0	0	0	0	0	0
LOC107985903	0	2	0	0	2	1
LRRTM1	1	3	2	0	4	1
LOC107985904	0	2	0	0	3	3
LOC105374824	0	0	1	1	0	0
LOC105374827	0	0	0	0	0	0
LINC01815	0	1	0	0	1	0
LOC102724542	15	15	6	15	11	11
LOC105374828	1	0	0	0	1	0
LOC105374829	0	1	0	0	1	1
LOC105374831	0	0	0	0	0	0
DHFRP3	0	0	0	0	2	0
LOC105374832	0	0	0	0	0	0
LOC105374833	2	1	0	0	0	0
LOC105374834	0	0	0	0	0	0
LINC01809	0	0	0	0	0	0
LOC107985905	0	0	0	0	0	0
FUNDC2P2	30	22	22	19	18	26
SUCLG1	5850	3224	3387	5834	3361	3563
DNAH6	15	25	23	36	25	27
LOC107985906	0	2	0	0	0	0
TRABD2A	14	13	11	11	8	8
LOC105374837	1	1	0	1	0	0
LOC105374836	4638	2407	2768	4260	3065	3108
TMSB10	153841	91743	94682	150772	104854	106188
LOC105374838	147	70	56	148	65	74
KCMF1	8224	4450	4567	7362	4418	4541
LINC01964	0	1	2	0	2	0
TCF7L1	768	823	709	724	609	793
TCF7L1-IT1	50	36	27	57	24	35
LOC102724579	39	20	18	42	19	34
LOC105374839	171	136	75	157	83	127
LOC100996506	236	93	77	206	76	90
TGOLN2	22455	12513	11737	20140	11780	12517
RETSAT	11017	5763	5720	8427	5711	5631
ELMOD3	1553	967	833	1566	1118	1135
CAPG	2277	2439	2557	2388	2683	2820
LOC105374841	5	11	10	7	3	8
SH2D6	17	11	9	16	14	13
PARTICL	114	77	82	106	83	86
MAT2A	7934	7240	6248	10887	8187	9893
GGCX	6971	4171	3626	5917	3620	3737
VAMP8	1173	1205	1190	1345	1091	1415
VAMP5	5063	3634	3565	6489	3904	4664
RNF181	6368	3511	3680	6285	3961	4155
TMEM150A	1265	1192	1029	876	1059	993
USP39	5351	2555	2612	5808	2637	2728
C2orf68	3591	2286	2107	2705	2067	2055
SFTPB	23	16	7	26	19	24
LOC105374842	2	0	0	0	0	3
GNLY	0	0	0	0	0	3
ATOH8	3653	2908	2461	2431	2535	2410
MIR6071	4	5	5	3	2	3
LOC284950	13	17	8	11	8	9
ST3GAL5	1158	727	709	1803	1133	1276
ST3GAL5-AS1	8	3	2	12	11	3
LOC112268420	10	7	9	24	8	16
LOC105374843	0	1	0	0	3	1
POLR1A	7562	3798	3532	9067	4283	4556
PTCD3	6819	3455	3290	8311	4328	4461
SNORD94	1373	881	1102	1159	1011	839
IMMT	11637	6511	6461	11765	5790	6174
MIR4779	0	0	0	2	1	1
MRPL35	5858	3711	3491	5667	3442	3348
REEP1	2196	2221	1954	314	766	656
KDM3A	5855	3656	3107	5190	3048	3365
RNF103-CHMP3	8483	5648	5589	6507	4939	4976
CHMP3	8324	5495	5457	6292	4775	4780
CHMP3-AS1	234	161	106	246	140	157
RNF103	4954	3723	3499	5282	3984	4096
RMND5A	14675	8886	8456	11242	7972	7708
CD8A	7	6	9	2	2	5
LOC105374846	16	15	7	7	10	11
CD8B	2	2	6	0	3	4
ANAPC1P1	382	126	124	455	136	147
RGPD1	3007	1633	1290	2660	1540	1492
PLGLB1	333	180	117	265	171	172
ANAPC1P2	1893	944	869	1712	929	984
LOC107985772	11	5	7	3	4	5
LOC102724642	1138	542	533	1209	586	616
MIR4771-1	1	1	0	2	1	2
LOC107985771	0	4	0	0	3	2
LINC01955	0	1	0	1	0	0
LOC107985908	4	2	2	9	4	1
LOC105374848	36	12	14	25	14	16
LOC105377635	2	1	0	1	3	2
LINC01943	1212	315	330	965	346	423
CYTOR	13283	4221	5001	10634	5123	5419
LOC101928152	2908	683	537	2529	655	1039
LOC107985909	769	192	141	574	173	252
MIR4435-1	20	6	9	25	9	11
LOC101928214	453	170	159	377	184	238
ANAPC1P4	2435	1157	1076	2279	1259	1275
PLGLB2	486	274	196	380	245	263
RGPD2	2990	1597	1285	2660	1517	1465
LOC105374851	0	1	0	0	1	0
LOC105374852	51	19	41	148	34	58
KRCC1	4222	2400	2214	3255	2229	2031
SMYD1	0	1	2	0	5	0
MIR4780	0	0	0	0	0	0
FABP1	0	0	0	0	0	0
LOC101928347	0	0	0	0	1	0
THNSL2	1	2	1	2	4	4
FOXI3	0	1	1	0	2	1
TEX37	0	0	0	0	0	0
LOC101928371	404	255	221	317	227	233
EIF2AK3	2585	1559	1429	2128	1411	1405
EIF2AK3-DT	76	42	48	51	41	40
LOC102724805	49	33	16	26	18	21
RPIA	1605	1018	977	1697	1002	1083
LOC105374853	52	28	20	48	21	34
ANKRD36BP2	6657	5351	4260	3606	3969	3840
MALLP2	113	83	47	28	45	42
MIR4436A	7	5	2	2	1	3
LOC105374854	64	43	40	43	19	27
IGKC	0	2	0	0	4	0
IGKJ5	0	0	0	0	1	0
IGKJ4	0	0	0	0	0	0
IGKJ3	0	0	0	0	0	0
IGKJ2	0	1	0	0	0	0
IGKJ1	0	0	0	0	0	0
IGKV4-1	0	0	0	0	0	0
IGKV5-2	0	0	0	0	0	0
IGKV7-3	0	0	0	0	0	0
IGKV2-4	0	0	0	0	0	0
IGKV1-5	0	0	0	0	0	0
IGKV1-6	0	0	0	0	0	0
IGKV3-7	0	0	0	0	0	0
IGKV1-8	0	0	0	0	0	0
IGKV1-9	0	0	0	0	0	0
IGKV2-10	0	0	0	1	0	0
IGKV3-11	0	1	0	0	0	1
IGKV1-12	0	0	0	0	0	0
IGKV1-13	0	1	0	0	0	0
IGKV2-14	0	0	0	1	0	0
IGKV3-15	0	1	0	0	0	0
IGKV1-16	0	1	0	0	1	0
IGKV1-17	0	0	0	0	0	0
IGKV2-18	0	0	0	0	0	0
IGKV2-19	0	0	0	0	0	0
IGKV3-20	0	0	0	0	0	0
IGKV6-21	0	1	0	0	0	0
IGKV1-22	0	0	0	0	0	1
IGKV2-23	0	0	0	0	0	0
IGKV2-24	0	0	0	0	0	1
IGKV3-25	0	0	0	0	0	0
IGKV2-26	0	0	0	0	0	0
IGKV1-27	0	0	0	0	0	0
IGKV2-28	0	0	0	0	0	0
IGKV2-29	0	0	0	0	0	0
LOC107985910	4	7	4	13	2	3
IGKV2-30	1	0	0	1	1	0
IGKV3-31	0	1	1	0	0	0
IGKV1-32	0	0	0	0	0	0
IGKV1-33	1	0	0	0	0	0
IGKV3-34	0	0	0	0	0	0
IGKV1-35	0	0	0	0	0	0
IGKV2-36	0	1	0	0	0	0
IGKV1-37	0	0	0	0	1	0
IGKV2-38	0	0	0	0	0	1
IGKV1-39	1	2	1	0	3	0
IGKV2-40	14	6	12	5	7	5
LOC107985911	884	652	615	736	593	643
KMT2CP4	33	18	12	44	21	18
LOC105374862	90	61	39	38	20	25
IGKV2D-40	15	10	16	7	9	13
IGKV1D-39	1	2	1	0	3	0
IGKV2D-38	0	0	0	0	0	1
IGKV1D-37	0	0	0	0	1	0
IGKV2D-36	0	1	0	0	0	0
IGKV1D-35	0	0	0	0	0	0
IGKV3D-34	0	0	0	0	0	0
IGKV1D-33	2	0	0	0	0	0
IGKV1D-32	0	0	0	0	0	0
IGKV3D-31	0	1	0	0	0	0
IGKV2D-30	1	0	1	0	1	0
IGKV2D-29	0	0	0	0	0	0
IGKV2D-28	1	0	0	0	0	0
IGKV1D-27	0	0	0	0	1	0
IGKV2D-26	0	0	0	0	0	0
IGKV3D-25	0	1	0	0	0	0
IGKV2D-24	0	0	0	0	0	0
IGKV2D-23	0	0	0	0	0	0
IGKV1D-22	0	0	1	0	0	1
IGKV6D-21	0	1	0	0	0	0
IGKV3D-20	0	0	0	0	0	0
IGKV2D-19	0	0	0	0	0	0
IGKV2D-18	0	0	0	0	1	0
IGKV6D-41	0	0	0	0	0	0
IGKV1D-17	0	0	0	0	0	0
IGKV1D-16	0	1	0	0	0	0
IGKV3D-15	0	1	0	0	0	0
IGKV2D-14	1	0	0	1	0	0
IGKV1D-13	0	1	0	0	0	0
IGKV1D-12	0	0	0	0	0	0
IGKV3D-11	0	0	0	0	0	0
IGKV2D-10	0	0	0	1	1	0
IGKV1D-42	0	0	1	0	1	0
IGKV1D-43	0	0	0	0	0	0
IGKV1D-8	0	1	0	0	0	0
IGKV3D-7	1	0	0	0	0	0
LOC101060017	4	3	1	1	4	2
LOC101930047	2	6	4	3	13	5
LOC101926969	12	3	5	12	3	4
LSP1P4	532	371	337	426	348	364
KMT2CP5	114	63	59	136	60	72
LOC105374868	1	1	1	1	1	2
GGT8P	3	2	3	2	1	2
ACTR3BP2	0	1	1	1	3	1
BMS1P23	897	546	536	838	546	564
LOC107985915	133	82	53	144	77	82
LOC100133920	27	23	14	28	21	19
AQP7B	20	13	7	16	8	9
LOC107985916	1	1	0	1	0	2
FAM95A	0	2	1	0	2	2
ANKRD20A8P	76	33	18	74	33	40
LOC442028	2	1	1	1	5	3
TEKT4	4	1	4	3	3	3
LOC105373487	0	4	0	1	3	1
MAL	0	0	0	0	1	0
LOC105373488	1	0	0	0	0	1
MRPS5	3847	2333	2168	4164	2518	2511
ZNF514	1756	1469	1172	1355	1206	1310
ZNF2	781	509	473	636	483	410
PROM2	13	17	9	9	16	6
KCNIP3	1	4	3	3	4	3
FAHD2A	1456	972	1018	1344	916	1036
TRIM43B	1	2	0	0	2	1
LOC107985917	97	78	57	67	45	39
TRIM43	0	1	0	0	1	1
LOC105373490	1	1	0	1	3	1
LOC101926959	0	0	0	0	0	0
LOC105373492	0	2	1	0	3	1
LINC00342	1494	786	572	1257	608	764
ANKRD36C	9124	4196	3334	7630	3625	3977
FAHD2CP	153	90	80	117	84	96
GPAT2	560	258	266	538	260	290
LOC105373493	0	1	1	0	2	1
LOC105373494	1	3	1	0	3	1
ADRA2B	0	5	1	1	4	6
ASTL	0	4	1	1	3	1
DUSP2	7	5	5	25	38	23
STARD7	42706	24428	23605	42780	25950	25639
STARD7-AS1	935	541	538	1009	567	620
SNORA112	5	2	4	5	3	5
TMEM127	9748	6994	6487	9992	7243	7590
CIAO1	8629	4851	4907	8792	5444	5482
SNRNP200	20809	12231	12449	18928	9375	11590
ITPRIPL1	337	149	154	350	193	182
NCAPH	2018	412	609	2986	404	634
NEURL3	17	6	5	350	240	225
LOC105373496	2	3	1	6	3	4
ARID5A	1567	1632	1495	3477	3177	3456
KANSL3	6371	3994	3710	7258	4508	4654
FER1L5	55	46	21	32	38	22
LMAN2L	2729	1364	1316	2472	1546	1516
CNNM4	745	491	422	827	498	438
MIR3127	0	0	0	0	0	0
CNNM3-DT	8	8	4	12	4	5
CNNM3	2385	1719	1575	1837	1471	1457
ANKRD23	227	154	104	206	134	135
ANKRD39	603	327	340	636	343	358
SEMA4C	2912	2666	2477	2587	2908	3189
FAM178B	1	6	3	0	7	4
LOC101927053	1	3	0	0	4	2
FAHD2B	775	400	455	663	348	361
ANKRD36	15120	6907	5269	11788	5259	6233
LOC100506076	639	265	192	462	206	261
LOC107985920	23	9	9	15	10	8
APPAT	572	236	163	423	182	229
ANKRD36B	9119	3874	2918	6864	2940	3426
LOC105373499	0	1	1	0	0	0
COX5B	8268	4544	4863	8707	5030	5253
ACTR1B	7028	3779	3971	5039	3344	3563
C2orf92	84	63	72	77	60	65
ZAP70	12	18	8	17	10	14
TMEM131	7170	4594	3978	5547	3404	3745
LOC107985921	135	87	100	112	93	101
LOC105373501	0	1	0	0	1	0
VWA3B	1	2	1	1	4	4
CNGA3	1	0	0	0	3	2
INPP4A	4517	3101	2716	4323	2734	3057
COA5	2002	1214	1167	1597	1089	1073
UNC50	3459	2200	2182	3691	2515	2621
MGAT4A	1448	771	790	1705	873	866
LOC107985922	7	3	5	4	0	4
LINC02611	3	0	0	3	2	3
CRACDL	99	43	43	124	50	77
TSGA10	177	93	88	127	85	85
C2orf15	32	20	22	23	14	15
LIPT1	323	269	252	367	311	295
MITD1	1737	891	844	2068	1172	1134
MRPL30	5750	3171	3248	4321	2582	2499
LYG2	15	10	7	21	17	19
LYG1	75	67	45	69	75	65
TXNDC9	7458	3153	3247	8532	3878	3894
LOC107985923	161	73	74	166	90	81
EIF5B	4693	3231	2758	4907	2724	2940
REV1	5511	2802	2612	4812	2813	2837
AFF3	45	38	30	78	67	78
LOC105373504	2	2	3	2	2	5
LOC112268421	4	3	1	11	7	17
LINC01104	0	1	0	0	0	0
LONRF2	4	8	7	1	5	3
CHST10	1031	713	709	863	587	651
NMS	0	0	0	1	1	0
LOC105373506	0	0	0	0	0	1
PDCL3	1662	867	874	1731	907	1082
LINC01849	0	2	0	0	0	1
LOC107985814	1	4	1	1	3	3
LINC01868	0	5	0	3	2	4
LOC105375310	4	6	0	7	8	13
LOC105373508	1	4	0	1	3	0
NPAS2	3844	3969	3233	3963	3549	3842
NPAS2-AS1	41	26	31	38	29	33
RPL31	78039	50339	50863	65275	46152	45476
TBC1D8	13116	10134	8991	9747	9807	9880
LOC105373510	204	98	86	127	99	88
TBC1D8-AS1	77	47	42	83	44	58
CNOT11	5339	2724	2759	5595	3077	3091
LOC105373511	277	194	179	313	211	243
RNF149	3171	2388	2267	7444	4038	4435
SNORD89	24	22	25	36	21	30
LOC105373512	0	0	0	2	1	3
MIR5696	0	0	0	1	0	0
CREG2	23	5	12	13	3	5
RFX8	5	6	6	27	16	10
LINC01870	0	0	0	2	1	0
LOC105373514	0	0	0	0	1	0
MAP4K4	22949	18177	17370	25514	18924	21310
LINC01127	0	1	0	0	0	0
IL1R2	9	27	15	11	25	22
LOC107985926	2	16	6	4	10	6
IL1R1	7272	20837	15864	6811	22191	18736
IL1RL2	25	72	72	45	70	70
IL1RL1	177	58	62	365	115	137
IL18R1	15	15	23	207	145	145
IL18RAP	0	2	1	1	4	6
MIR4772	0	0	0	0	1	0
SLC9A4	6	2	1	2	1	3
SLC9A2	7	3	4	2	3	1
MFSD9	1214	763	697	1049	828	829
TMEM182	65	46	53	81	38	54
LINC01796	0	0	0	1	0	0
LINC01935	0	0	0	0	0	0
LOC105373520	0	0	0	0	0	0
LOC107985927	0	2	0	0	2	1
LINC01965	0	0	1	0	1	0
LOC105373521	0	0	0	0	0	0
LOC105373523	0	0	0	0	0	0
LOC105373522	0	0	0	0	0	0
LOC100287010	0	0	0	0	0	0
LINC01831	0	0	0	0	0	0
LINC01102	0	2	0	0	1	0
LINC01103	0	0	1	0	1	0
LOC105373524	0	0	0	0	0	0
LOC105373525	0	1	1	0	1	0
LOC105373526	0	0	1	0	2	1
LOC101927383	0	4	0	0	0	1
LINC01114	0	1	2	0	2	1
PANTR1	0	1	0	0	1	0
POU3F3	0	2	1	1	2	3
LINC01159	0	1	0	0	2	1
MRPS9-AS2	5	2	1	4	3	3
MRPS9	1785	1039	1042	1959	1103	1135
MRPS9-AS1	189	139	154	227	126	147
LOC105373527	4	6	8	6	1	4
LINC01918	0	1	0	3	2	1
LOC105373528	0	0	0	0	0	0
GPR45	40	36	25	31	23	27
TGFBRAP1	17478	8564	8359	14657	7012	7644
C2orf49-DT	258	137	107	287	139	137
C2orf49	2899	1799	1717	2842	1888	1907
FHL2	8960	4163	4239	8383	3793	4113
LOC105373529	0	1	0	0	0	1
LOC105375311	0	0	0	0	1	1
LINC02946	0	0	0	0	1	0
LOC107985929	0	0	0	0	0	0
NCK2	3515	2524	2442	3388	2765	2860
