title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	sample day:ch1	subject id:ch1	tissue:ch1	series_id
PBMC, Day 31, PID 2	GSM2738010	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 2 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 2	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738010/suppl/GSM2738010_TB019_2_A_D31_25042013_HG-U133_Plus_2_.CEL.gz	54675	D31	2	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 2	GSM2738011	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 2 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 2	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738011/suppl/GSM2738011_TB019_2_A_D44_25042013_HG-U133_Plus_2_.CEL.gz	54675	D44	2	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 1	GSM2738012	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 1 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 1	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738012/suppl/GSM2738012_TB019_1_A_D0_06052013_HG-U133_Plus_2_.CEL.gz	54675	D0	1	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 1	GSM2738013	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 1 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 1	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738013/suppl/GSM2738013_TB019_1_A_D31_06052013_HG-U133_Plus_2_.CEL.gz	54675	D31	1	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 1	GSM2738014	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 1 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 1	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738014/suppl/GSM2738014_TB019_1_A_D44_06052013_HG-U133_Plus_2_.CEL.gz	54675	D44	1	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 13	GSM2738015	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 13 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 13	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738015/suppl/GSM2738015_TB019_13_A_D0_06052013_HG-U133_Plus_2_.CEL.gz	54675	D0	13	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 13	GSM2738016	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 13 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 13	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738016/suppl/GSM2738016_TB019_13_A_D31_06052013_HG-U133_Plus_2_.CEL.gz	54675	D31	13	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 13	GSM2738017	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 13 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 13	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738017/suppl/GSM2738017_TB019_13_A_D44_06052013_HG-U133_Plus_2_.CEL.gz	54675	D44	13	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 15	GSM2738018	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 15 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 15	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738018/suppl/GSM2738018_TB019_15_A_D0_06052013_HG-U133_Plus_2_.CEL.gz	54675	D0	15	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 15	GSM2738019	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 15 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 15	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738019/suppl/GSM2738019_TB019_15_A_D31_06052013_HG-U133_Plus_2_.CEL.gz	54675	D31	15	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 15	GSM2738020	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 15 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 15	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738020/suppl/GSM2738020_TB019_15_A_D44_06052013_HG-U133_Plus_2_.CEL.gz	54675	D44	15	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 7	GSM2738021	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 7 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 7	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738021/suppl/GSM2738021_TB019_7_A_D0_25042013_HG-U133_Plus_2_.CEL.gz	54675	D0	7	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 7	GSM2738022	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 7 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 7	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738022/suppl/GSM2738022_TB019_7_A_D31_25042013_HG-U133_Plus_2_.CEL.gz	54675	D31	7	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 7	GSM2738023	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 7 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 7	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738023/suppl/GSM2738023_TB019_7_A_D44_25042013_HG-U133_Plus_2_.CEL.gz	54675	D44	7	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 17	GSM2738024	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 17 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 17	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738024/suppl/GSM2738024_TB019_17_A_D0_02052013_HG-U133_Plus_2_.CEL.gz	54675	D0	17	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 17	GSM2738025	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 17 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 17	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738025/suppl/GSM2738025_TB019_17_A_D31_02052013_HG-U133_Plus_2_.CEL.gz	54675	D31	17	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 17	GSM2738026	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 17 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 17	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738026/suppl/GSM2738026_TB019_17_A_D44_02052013_HG-U133_Plus_2_.CEL.gz	54675	D44	17	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 14	GSM2738027	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 14 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 14	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738027/suppl/GSM2738027_TB019_14_A_D0_02052013_HG-U133_Plus_2_.CEL.gz	54675	D0	14	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 14	GSM2738028	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 14 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 14	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738028/suppl/GSM2738028_TB019_14_A_D31_02052013_HG-U133_Plus_2_.CEL.gz	54675	D31	14	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
