Description	dn_aggregated_RNAseq_0.8	dn_aggregated_RNAseq_DE	dn_aggregated_RNAseq	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood
regulation of protein polyubiquitination	NA	NA	NA	NA	NA	NA	0.003966942148760331	0.003966942148760331	0.003966942148760331	0.003966942148760331	0.003966942148760331	0.003966942148760331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein processing	NA	0.00835820895522388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein targeting	NA	NA	NA	NA	NA	NA	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein targeting to mitochondrion	NA	NA	NA	NA	NA	NA	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein tyrosine kinase activity	0.020618556701030927	0.008955223880597015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of protein ubiquitination	NA	NA	NA	NA	NA	NA	0.024132231404958678	0.024132231404958678	0.024132231404958678	0.024132231404958678	0.024132231404958678	0.024132231404958678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of purine nucleotide catabolic process	NA	NA	0.07216494845360824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of purine nucleotide metabolic process	NA	NA	0.07216494845360824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of Rab protein signal transduction	NA	NA	NA	NA	NA	NA	0.001652892561983471	0.001652892561983471	0.001652892561983471	0.001652892561983471	0.001652892561983471	0.001652892561983471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of Ras protein signal transduction	0.03608247422680412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of reactive oxygen species metabolic process	0.05670103092783505	0.015522388059701492	0.08247422680412371	NA	NA	NA	0.014214876033057851	0.014214876033057851	0.014214876033057851	0.014214876033057851	0.014214876033057851	0.014214876033057851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of receptor signaling pathway via JAK-STAT	0.03608247422680412	0.016119402985074627	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of receptor signaling pathway via STAT	0.041237113402061855	0.01791044776119403	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of receptor-mediated endocytosis	NA	0.011940298507462687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of regulatory T cell differentiation	NA	0.007761194029850746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of release of cytochrome c from mitochondria	NA	NA	NA	NA	NA	NA	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	0.0059504132231404955	NA	NA	NA	NA	NA	NA	0.004314994606256742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of response to cytokine stimulus	0.041237113402061855	0.03462686567164179	0.05154639175257732	NA	NA	NA	0.018512396694214877	0.018512396694214877	0.018512396694214877	0.018512396694214877	0.018512396694214877	0.018512396694214877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of response to endoplasmic reticulum stress	0.02577319587628866	0.00955223880597015	0.041237113402061855	NA	NA	NA	0.010247933884297521	0.010247933884297521	0.010247933884297521	0.010247933884297521	0.010247933884297521	0.010247933884297521	NA	NA	NA	NA	NA	NA	0.007397133610725843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of response to macrophage colony-stimulating factor	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of response to tumor cell	NA	0.00417910447761194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of response to type II interferon	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of response to wounding	0.05154639175257732	0.022686567164179106	0.07216494845360824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of ribonuclease activity	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of RIG-I signaling pathway	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of RNA splicing	NA	NA	NA	NA	NA	NA	0.020165289256198347	0.020165289256198347	0.020165289256198347	0.020165289256198347	0.020165289256198347	0.020165289256198347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016058621764889303
regulation of RNA stability	NA	NA	NA	NA	NA	NA	0.020165289256198347	0.020165289256198347	0.020165289256198347	0.020165289256198347	0.020165289256198347	0.020165289256198347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015434985968194575
regulation of signal transduction by p53 class mediator	0.03608247422680412	NA	0.061855670103092786	0.009149542522873857	0.009149542522873857	NA	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of signaling receptor activity	0.04639175257731959	0.01253731343283582	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of single stranded viral RNA replication via double stranded DNA intermediate	NA	0.00417910447761194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of sister chromatid segregation	NA	NA	NA	0.011249437528123594	0.011249437528123594	0.008963514707738922	NA	NA	NA	NA	NA	NA	NA	NA	0.011725293132328308	NA	NA	0.010261502813637868	NA	NA	NA	0.010958456002616945	NA	NA	0.00985352862849534	0.00985352862849534	NA	NA	NA	NA	NA	NA
regulation of skeletal muscle satellite cell proliferation	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of smooth muscle cell apoptotic process	NA	0.00417910447761194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of smooth muscle cell migration	0.041237113402061855	0.011343283582089553	0.08247422680412371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of smooth muscle cell proliferation	0.061855670103092786	0.022686567164179106	0.07216494845360824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of smooth muscle contraction	NA	0.007164179104477612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of SNARE complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018648687419308564	0.0018648687419308564	NA	NA	NA	NA
regulation of sodium-dependent phosphate transport	NA	0.001791044776119403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of spindle checkpoint	NA	NA	NA	0.002849857507124644	0.002849857507124644	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0028932541495355567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of sprouting angiogenesis	NA	0.005373134328358209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of stem cell differentiation	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of steroid biosynthetic process	NA	0.008955223880597015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of stress-activated MAPK cascade	0.04639175257731959	0.022686567164179106	NA	NA	NA	NA	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of stress-activated protein kinase signaling cascade	0.05154639175257732	0.023283582089552238	NA	NA	NA	NA	0.005619834710743801	0.005619834710743801	0.005619834710743801	0.005619834710743801	0.005619834710743801	0.005619834710743801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of striated muscle cell apoptotic process	0.015463917525773196	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of striated muscle cell differentiation	0.02577319587628866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of synapse assembly	NA	0.011940298507462687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of synaptic plasticity	0.041237113402061855	NA	0.05154639175257732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of synaptic transmission, dopaminergic	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of synaptic transmission, glutamatergic	NA	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of syncytium formation by plasma membrane fusion	NA	0.005373134328358209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell apoptotic process	NA	0.00835820895522388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell costimulation	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell cytokine production	NA	0.011343283582089553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell differentiation	NA	0.03044776119402985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell mediated cytotoxicity	NA	0.00955223880597015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell mediated immunity	NA	0.021492537313432834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell proliferation	NA	0.03343283582089552	NA	NA	NA	NA	0.015867768595041323	0.015867768595041323	0.015867768595041323	0.015867768595041323	0.015867768595041323	0.015867768595041323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell receptor signaling pathway	NA	0.007164179104477612	NA	NA	NA	NA	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T cell tolerance induction	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 1 cell cytokine production	NA	0.00417910447761194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 1 cell differentiation	NA	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 1 type immune response	0.015463917525773196	0.010746268656716417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 17 cell differentiation	NA	0.005970149253731343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 17 cell lineage commitment	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 17 type immune response	NA	0.00835820895522388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 2 cell cytokine production	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper 2 cell differentiation	NA	0.00417910447761194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of T-helper cell differentiation	NA	0.01373134328358209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of telomerase RNA localization to Cajal body	NA	NA	NA	0.001799910004499775	0.001799910004499775	NA	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of telomere maintenance	NA	NA	NA	0.010499475026248688	0.010499475026248688	NA	0.013553719008264463	0.013553719008264463	0.013553719008264463	0.013553719008264463	0.013553719008264463	0.013553719008264463	NA	NA	0.00944114511953708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of telomere maintenance via telomerase	NA	NA	NA	NA	NA	NA	0.006942148760330578	0.006942148760330578	0.006942148760330578	0.006942148760330578	0.006942148760330578	0.006942148760330578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of telomere maintenance via telomere lengthening	NA	NA	NA	NA	NA	NA	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of tissue remodeling	NA	0.011940298507462687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of tolerance induction	NA	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of toll-like receptor 2 signaling pathway	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of toll-like receptor 4 signaling pathway	NA	0.005373134328358209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of TOR signaling	NA	NA	NA	NA	NA	NA	0.015206611570247934	0.015206611570247934	0.015206611570247934	0.015206611570247934	0.015206611570247934	0.015206611570247934	NA	NA	NA	NA	NA	NA	0.013253197719217137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of TORC1 signaling	NA	NA	NA	NA	NA	NA	0.01090909090909091	0.01090909090909091	0.01090909090909091	0.01090909090909091	0.01090909090909091	0.01090909090909091	NA	NA	NA	NA	NA	NA	0.00940052396363076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of transcription by RNA polymerase III	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003585905830994699
regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.015463917525773196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of transcription from RNA polymerase II promoter in response to oxidative stress	0.010309278350515464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of transcription from RNA polymerase II promoter in response to stress	0.041237113402061855	0.00835820895522388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of transforming growth factor beta receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01118508655126498	0.01118508655126498	NA	NA	NA	NA	NA	NA
regulation of translation at synapse, modulating synaptic transmission	NA	NA	NA	NA	NA	NA	0.001652892561983471	0.001652892561983471	0.001652892561983471	0.001652892561983471	0.001652892561983471	0.001652892561983471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of translation in response to stress	NA	NA	NA	NA	NA	NA	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of translational fidelity	NA	NA	NA	0.0020998950052497373	0.0020998950052497373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of translational initiation	NA	NA	NA	0.0071996400179991	0.0071996400179991	NA	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of tumor necrosis factor production	0.04639175257731959	0.03402985074626866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of tumor necrosis factor superfamily cytokine production	0.04639175257731959	0.03522388059701492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of tumor necrosis factor-mediated signaling pathway	NA	0.007761194029850746	NA	NA	NA	NA	0.007603305785123967	0.007603305785123967	0.007603305785123967	0.007603305785123967	0.007603305785123967	0.007603305785123967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of type 2 immune response	NA	0.007761194029850746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of type 2 mitophagy	NA	NA	NA	NA	NA	NA	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of type I interferon production	0.030927835051546393	0.02626865671641791	NA	NA	NA	NA	0.01487603305785124	0.01487603305785124	0.01487603305785124	0.01487603305785124	0.01487603305785124	0.01487603305785124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of type I interferon-mediated signaling pathway	NA	0.010149253731343283	NA	NA	NA	NA	0.00628099173553719	0.00628099173553719	0.00628099173553719	0.00628099173553719	0.00628099173553719	0.00628099173553719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of type II interferon production	NA	0.026865671641791045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of type II interferon-mediated signaling pathway	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of tyrosine phosphorylation of STAT protein	NA	0.01671641791044776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of ubiquitin protein ligase activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0024364245469773106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of ubiquitin-dependent protein catabolic process	NA	NA	NA	NA	NA	NA	0.015206611570247934	0.015206611570247934	0.015206611570247934	0.015206611570247934	0.015206611570247934	0.015206611570247934	NA	NA	NA	NA	NA	NA	0.013407304669440592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of unsaturated fatty acid biosynthetic process	NA	NA	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulation of vacuole organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005701957158267838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
